DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
967,19900110,    5,    0,
967,19900111,    0,    0,
967,19900112,    0,    0,
967,19900113,    0,    0,
967,19900114,    5,    0,
967,19900115,    0,    0,
967,19900116,   33,    0,
967,19900117,    0,    0,
967,19900118,    9,    0,
967,19900119,    0,    0,
967,19900120,   39,    0,
967,19900121,    0,    0,
967,19900122,    0,    0,
967,19900123,    5,    0,
967,19900124,  180,    0,
967,19900125,   57,    0,
967,19900126,   39,    0,
967,19900127,   43,    0,
967,19900128,    7,    0,
967,19900129,   17,    0,
967,19900130,    4,    0,
967,19900131,    0,    0,
967,19900201,    0,    0,
967,19900202,   25,    0,
967,19900203,    0,    0,
967,19900204,   48,    0,
967,19900205,    0,    0,
967,19900206,    0,    0,
967,19900207,    0,    0,
967,19900208,   29,    0,
967,19900209,    8,    0,
967,19900210,    0,    0,
967,19900211,   58,    0,
967,19900212,   36,    0,
967,19900213,   52,    0,
967,19900214,   92,    0,
967,19900215,   81,    2,
967,19900216,   68,    0,
967,19900217,    0,    0,
967,19900218,   21,    0,
967,19900219,   18,    0,
967,19900220,    0,    0,
967,19900221,    0,    0,
967,19900222,    3,    0,
967,19900223,    0,    0,
967,19900224,    0,    0,
967,19900225,    0,    0,
967,19900226,  131,    0,
967,19900227,  120,    0,
967,19900228,   27,    0,
967,19900301,  167,    0,
967,19900302,   15,    0,
967,19900303,   35,    0,
967,19900304,    0,    0,
967,19900305,    2,    0,
967,19900306,    0,    0,
967,19900307,    0,    0,
967,19900308,    0,    0,
967,19900309,    0,    0,
967,19900310,    8,    0,
967,19900311,    0,    0,
967,19900312,    0,    0,
967,19900313,    0,    0,
967,19900314,    0,    0,
967,19900315,    0,    0,
967,19900316,    0,    0,
967,19900317,    0,    0,
967,19900318,    0,    0,
967,19900319,    0,    0,
967,19900320,   44,    0,
967,19900321,    0,    0,
967,19900322,    7,    0,
967,19900323,    0,    0,
967,19900324,    0,    0,
967,19900325,   35,    0,
967,19900326,   66,    0,
967,19900327,    9,    0,
967,19900328,   13,    0,
967,19900329,    0,    0,
967,19900330,    0,    0,
967,19900331,    0,    0,
967,19900401,    0,    0,
967,19900402,    0,    0,
967,19900403,   23,    0,
967,19900404,   14,    0,
967,19900405,    0,    0,
967,19900406,    0,    0,
967,19900407,    0,    0,
967,19900408,    0,    0,
967,19900409,    0,    0,
967,19900410,    0,    0,
967,19900411,   12,    0,
967,19900412,    0,    0,
967,19900413,   12,    0,
967,19900414,   12,    0,
967,19900415,   54,    0,
967,19900416,   17,    0,
967,19900417,   66,    0,
967,19900418,   12,    0,
967,19900419,    0,    0,
967,19900420,   21,    0,
967,19900421,   33,    0,
967,19900422,    0,    0,
967,19900423,    7,    0,
967,19900424,    8,    0,
967,19900425,    5,    0,
967,19900426,    0,    0,
967,19900427,   29,    0,
967,19900428,    0,    0,
967,19900429,    0,    0,
967,19900430,    0,    0,
967,19900501,    0,    0,
967,19900502,    0,    0,
967,19900503,    0,    0,
967,19900504,    0,    0,
967,19900505,    0,    0,
967,19900506,    0,    0,
967,19900507,    0,    0,
967,19900508,   41,    0,
967,19900509,    7,    0,
967,19900510,    7,    0,
967,19900511,   40,    0,
967,19900512,   94,    0,
967,19900513,   73,    0,
967,19900514,    3,    0,
967,19900515,    0,    0,
967,19900516,   41,    0,
967,19900517,    0,    0,
967,19900518,    0,    0,
967,19900519,    0,    0,
967,19900520,    0,    0,
967,19900521,    0,    0,
967,19900522,    0,    0,
967,19900523,    0,    0,
967,19900524,    0,    0,
967,19900525,    0,    0,
967,19900526,    0,    0,
967,19900527,    0,    0,
967,19900528,    0,    0,
967,19900529,    0,    0,
967,19900530,    0,    0,
967,19900531,    0,    0,
967,19900601,    0,    0,
967,19900602,  134,    0,
967,19900603,   32,    0,
967,19900604,  117,    0,
967,19900605,    5,    0,
967,19900606,    0,    0,
967,19900607,   62,    0,
967,19900608,   78,    0,
967,19900609,   70,    0,
967,19900610,   20,    0,
967,19900611,   11,    0,
967,19900612,    1,    0,
967,19900613,    2,    0,
967,19900614,    0,    0,
967,19900615,    0,    0,
967,19900616,    0,    0,
967,19900617,    0,    0,
967,19900618,    0,    0,
967,19900619,   26,    0,
967,19900620,    3,    0,
967,19900621,   65,    0,
967,19900622,   22,    0,
967,19900623,    4,    0,
967,19900624,   48,    0,
967,19900625,    0,    0,
967,19900626,    0,    0,
967,19900627,   71,    0,
967,19900628,   43,    0,
967,19900629,    0,    0,
967,19900630,   10,    0,
967,19900701,  141,    0,
967,19900702,    5,    0,
967,19900703,    0,    0,
967,19900704,    0,    0,
967,19900705,    0,    0,
967,19900706,  120,    0,
967,19900707,   18,    0,
967,19900708,   46,    0,
967,19900709,    0,    0,
967,19900710,   11,    0,
967,19900711,    2,    0,
967,19900712,    0,    0,
967,19900713,    0,    0,
967,19900714,    0,    0,
967,19900715,    0,    0,
967,19900716,    0,    0,
967,19900717,    0,    0,
967,19900718,    0,    0,
967,19900719,    0,    0,
967,19900720,    0,    0,
967,19900721,    0,    0,
967,19900722,    0,    0,
967,19900723,    0,    0,
967,19900724,    0,    0,
967,19900725,    0,    0,
967,19900726,    0,    0,
967,19900727,    0,    0,
967,19900728,    0,    0,
967,19900729,   35,    0,
967,19900730,    0,    0,
967,19900731,    0,    0,
967,19900801,    0,    0,
967,19900802,    0,    0,
967,19900803,    0,    0,
967,19900804,    0,    0,
967,19900805,    0,    0,
967,19900806,    0,    0,
967,19900807,   77,    0,
967,19900808,    0,    0,
967,19900809,    0,    0,
967,19900810,    0,    0,
967,19900811,    0,    0,
967,19900812,    0,    0,
967,19900813,    0,    0,
967,19900814,    0,    0,
967,19900815,    0,    0,
967,19900816,   25,    0,
967,19900817,    0,    0,
967,19900818,   14,    0,
967,19900819,   17,    0,
967,19900820,   48,    0,
967,19900821,   40,    0,
967,19900822,    0,    0,
967,19900823,    0,    0,
967,19900824,    0,    0,
967,19900825,    0,    0,
967,19900826,    0,    0,
967,19900827,    0,    0,
967,19900828,    0,    0,
967,19900829,    0,    0,
967,19900830,   42,    0,
967,19900831,   47,    0,
967,19900901,  117,    0,
967,19900902,   10,    0,
967,19900903,   48,    0,
967,19900904,    0,    0,
967,19900905,    0,    0,
967,19900906,    2,    0,
967,19900907,   43,    0,
967,19900908,    5,    0,
967,19900909,    9,    0,
967,19900910,    0,    0,
967,19900911,   69,    0,
967,19900912,    1,    0,
967,19900913,    0,    0,
967,19900914,    0,    0,
967,19900915,    0,    0,
967,19900916,    0,    0,
967,19900917,    0,    0,
967,19900918,   32,    0,
967,19900919,    2,    0,
967,19900920,   26,    0,
967,19900921,   59,    0,
967,19900922,   17,    0,
967,19900923,   18,    0,
967,19900924,   79,    0,
967,19900925,    1,    0,
967,19900926,    8,    0,
967,19900927,    0,    0,
967,19900928,    0,    0,
967,19900929,    0,    0,
967,19900930,   52,    0,
967,19901001,   17,    0,
967,19901002,    0,    0,
967,19901003,    0,    0,
967,19901004,   12,    0,
967,19901005,    0,    0,
967,19901006,   13,    0,
967,19901007,    2,    0,
967,19901008,    0,    0,
967,19901009,    0,    0,
967,19901010,    0,    0,
967,19901011,    0,    0,
967,19901012,    0,    0,
967,19901013,    0,    0,
967,19901014,    0,    0,
967,19901015,    0,    0,
967,19901016,    0,    0,
967,19901017,    8,    0,
967,19901018,    6,    0,
967,19901019,    0,    0,
967,19901020,    0,    0,
967,19901021,    0,    0,
967,19901022,    0,    0,
967,19901023,    0,    0,
967,19901024,    0,    0,
967,19901025,    0,    0,
967,19901026,   28,    0,
967,19901027,   41,    0,
967,19901028,   10,    0,
967,19901029,  216,    0,
967,19901030,   52,    0,
967,19901031,   79,    0,
967,19901101,   66,    0,
967,19901102,   40,    0,
967,19901103,    5,    0,
967,19901104,   15,    0,
967,19901105,    0,    0,
967,19901106,    0,    0,
967,19901107,    0,    0,
967,19901108,    0,    0,
967,19901109,    0,    0,
967,19901110,    0,    0,
967,19901111,   88,    0,
967,19901112,    0,    0,
967,19901113,   78,    0,
967,19901114,   63,    0,
967,19901115,   72,    0,
967,19901116,   20,    0,
967,19901117,   34,    0,
967,19901118,   88,    0,
967,19901119,   39,    0,
967,19901120,   50,    0,
967,19901121,   12,    0,
967,19901122,    0,    0,
967,19901123,    0,    0,
967,19901124,    0,    0,
967,19901125,    6,    0,
967,19901126,    2,    0,
967,19901127,    0,    0,
967,19901128,    1,    0,
967,19901129,    0,    0,
967,19901130,   32,    0,
967,19901201,    0,    0,
967,19901202,   26,    0,
967,19901203,    0,    0,
967,19901204,    0,    0,
967,19901205,    0,    0,
967,19901206,    0,    0,
967,19901207,    0,    0,
967,19901208,    0,    0,
967,19901209,    0,    0,
967,19901210,    0,    0,
967,19901211,  111,    4,
967,19901212,   73,    0,
967,19901213,   70,    0,
967,19901214,    2,    0,
967,19901215,   18,    0,
967,19901216,    0,    0,
967,19901217,    0,    0,
967,19901218,    0,    0,
967,19901219,    0,    0,
967,19901220,   16,    0,
967,19901221,   57,    0,
967,19901222,    8,    0,
967,19901223,    6,    0,
967,19901224,    0,    0,
967,19901225,    0,    0,
967,19901226,   15,    0,
967,19901227,  151,    0,
967,19901228,    0,    0,
967,19901229,  102,    0,
967,19901230,  169,    0,
967,19901231,    0,    0,
967,19910101,   46,    0,
967,19910102,   45,    0,
967,19910103,   95,    0,
967,19910104,   83,    0,
967,19910105,    8,    0,
967,19910106,   47,    0,
967,19910107,    1,    0,
967,19910108,   55,    0,
967,19910109,   28,    0,
967,19910110,  105,    0,
967,19910111,   12,    0,
967,19910112,   15,    0,
967,19910113,    7,    0,
967,19910114,    0,    0,
967,19910115,    0,    0,
967,19910116,    0,    0,
967,19910117,    0,    0,
967,19910118,    0,    0,
967,19910119,    0,    0,
967,19910120,   29,    0,
967,19910121,   11,    0,
967,19910122,    7,    0,
967,19910123,    0,    0,
967,19910124,    0,    0,
967,19910125,    0,    0,
967,19910126,    0,    0,
967,19910127,    0,    0,
967,19910128,    0,    0,
967,19910129,    0,    0,
967,19910130,    0,    0,
967,19910131,    0,    0,
967,19910201,    0,    0,
967,19910202,    0,    0,
967,19910203,    0,    0,
967,19910204,    0,    0,
967,19910205,    0,    0,
967,19910206,    3,  997,
967,19910207,    4,  997,
967,19910208,    3,  997,
967,19910209,    5,    2,
967,19910210,    0,    2,
967,19910211,   12,    2,
967,19910212,   35,    4,
967,19910213,    3,    8,
967,19910214,   35,    8,
967,19910215,   12,    8,
967,19910216,   92,    8,
967,19910217,    0,    2,
967,19910218,    0,    2,
967,19910219,    0,    2,
967,19910220,    0,    2,
967,19910221,    0,    0,
967,19910222,    0,    0,
967,19910223,   12,    0,
967,19910224,    0,    0,
967,19910225,    5,    0,
967,19910226,    0,    0,
967,19910227,    0,    0,
967,19910228,    0,    0,
967,19910301,   10,    0,
967,19910302,    6,    0,
967,19910303,    0,    0,
967,19910304,    0,    0,
967,19910305,   19,    0,
967,19910306,   13,    0,
967,19910307,    0,    0,
967,19910308,    0,    0,
967,19910309,    1,    0,
967,19910310,    0,    0,
967,19910311,    9,    0,
967,19910312,    0,    0,
967,19910313,    0,    0,
967,19910314,    0,    0,
967,19910315,    0,    0,
967,19910316,    0,    0,
967,19910317,    0,    0,
967,19910318,    0,    0,
967,19910319,   13,    0,
967,19910320,   18,    0,
967,19910321,   29,    0,
967,19910322,   55,    0,
967,19910323,    0,    0,
967,19910324,    0,    0,
967,19910325,    0,    0,
967,19910326,    0,    0,
967,19910327,    0,    0,
967,19910328,    0,    0,
967,19910329,    0,    0,
967,19910330,    0,    0,
967,19910331,    0,    0,
967,19910401,    0,    0,
967,19910402,    0,    0,
967,19910403,    0,    0,
967,19910404,   41,    0,
967,19910405,    3,    0,
967,19910406,    0,    0,
967,19910407,   10,    0,
967,19910408,   13,    0,
967,19910409,   10,    0,
967,19910410,    0,    0,
967,19910411,    0,    0,
967,19910412,    0,    0,
967,19910413,    0,    0,
967,19910414,    0,    0,
967,19910415,    0,    0,
967,19910416,    0,    0,
967,19910417,    7,    0,
967,19910418,   17,    0,
967,19910419,    7,    0,
967,19910420,    0,    0,
967,19910421,    0,    0,
967,19910422,   17,    0,
967,19910423,   34,    0,
967,19910424,   60,    0,
967,19910425,    9,    0,
967,19910426,    0,    0,
967,19910427,    0,    0,
967,19910428,    0,    0,
967,19910429,    0,    0,
967,19910430,   31,    0,
967,19910501,   90,    0,
967,19910502,   12,    0,
967,19910503,    2,    0,
967,19910504,   13,    0,
967,19910505,   35,    0,
967,19910506,    0,    0,
967,19910507,    0,    0,
967,19910508,    8,    0,
967,19910509,    0,    0,
967,19910510,    5,    0,
967,19910511,    0,    0,
967,19910512,    2,    0,
967,19910513,    0,    0,
967,19910514,   29,    0,
967,19910515,    2,    0,
967,19910516,   79,    0,
967,19910517,   11,    0,
967,19910518,    0,    0,
967,19910519,    0,    0,
967,19910520,    0,    0,
967,19910521,    0,    0,
967,19910522,    0,    0,
967,19910523,    0,    0,
967,19910524,    0,    0,
967,19910525,    0,    0,
967,19910526,    0,    0,
967,19910527,    0,    0,
967,19910528,    0,    0,
967,19910529,    0,    0,
967,19910530,    0,    0,
967,19910531,    0,    0,
967,19910601,    0,    0,
967,19910602,    0,    0,
967,19910603,    7,    0,
967,19910604,   39,    0,
967,19910605,    0,    0,
967,19910606,    0,    0,
967,19910607,    0,    0,
967,19910608,   20,    0,
967,19910609,    0,    0,
967,19910610,   49,    0,
967,19910611,   13,    0,
967,19910612,    0,    0,
967,19910613,   21,    0,
967,19910614,   23,    0,
967,19910615,    0,    0,
967,19910616,   45,    0,
967,19910617,    1,    0,
967,19910618,   45,    0,
967,19910619,   58,    0,
967,19910620,   74,    0,
967,19910621,   74,    0,
967,19910622,   19,    0,
967,19910623,    0,    0,
967,19910624,   13,    0,
967,19910625,   42,    0,
967,19910626,   29,    0,
967,19910627,   98,    0,
967,19910628,  193,    0,
967,19910629,    6,    0,
967,19910630,    0,    0,
967,19910701,   26,    0,
967,19910702,   97,    0,
967,19910703,    0,    0,
967,19910704,    0,    0,
967,19910705,    0,    0,
967,19910706,    0,    0,
967,19910707,    0,    0,
967,19910708,    8,    0,
967,19910709,    0,    0,
967,19910710,    0,    0,
967,19910711,    0,    0,
967,19910712,    2,    0,
967,19910713,    0,    0,
967,19910714,  155,    0,
967,19910715,    0,    0,
967,19910716,    0,    0,
967,19910717,    0,    0,
967,19910718,    0,    0,
967,19910719,   49,    0,
967,19910720,    5,    0,
967,19910721,    0,    0,
967,19910722,    0,    0,
967,19910723,    0,    0,
967,19910724,   19,    0,
967,19910725,   46,    0,
967,19910726,   38,    0,
967,19910727,    0,    0,
967,19910728,    0,    0,
967,19910729,    0,    0,
967,19910730,    0,    0,
967,19910731,    0,    0,
967,19910801,    0,    0,
967,19910802,    0,    0,
967,19910803,    0,    0,
967,19910804,    0,    0,
967,19910805,    0,    0,
967,19910806,    0,    0,
967,19910807,    0,    0,
967,19910808,  155,    0,
967,19910809,   26,    0,
967,19910810,    0,    0,
967,19910811,    0,    0,
967,19910812,   36,    0,
967,19910813,    0,    0,
967,19910814,    0,    0,
967,19910815,    0,    0,
967,19910816,    0,    0,
967,19910817,    0,    0,
967,19910818,   12,    0,
967,19910819,    3,    0,
967,19910820,    0,    0,
967,19910821,    0,    0,
967,19910822,    0,    0,
967,19910823,    2,    0,
967,19910824,    0,    0,
967,19910825,    0,    0,
967,19910826,    0,    0,
967,19910827,    0,    0,
967,19910828,    0,    0,
967,19910829,    0,    0,
967,19910830,    0,    0,
967,19910831,    0,    0,
967,19910901,    0,    0,
967,19910902,    0,    0,
967,19910903,    0,    0,
967,19910904,    0,    0,
967,19910905,    0,    0,
967,19910906,    0,    0,
967,19910907,    0,    0,
967,19910908,    0,    0,
967,19910909,    0,    0,
967,19910910,    0,    0,
967,19910911,    0,    0,
967,19910912,    0,    0,
967,19910913,    0,    0,
967,19910914,    0,    0,
967,19910915,    0,    0,
967,19910916,   16,    0,
967,19910917,   64,    0,
967,19910918,    0,    0,
967,19910919,    0,    0,
967,19910920,    0,    0,
967,19910921,    0,    0,
967,19910922,    0,    0,
967,19910923,   21,    0,
967,19910924,    0,    0,
967,19910925,    9,    0,
967,19910926,   67,    0,
967,19910927,   31,    0,
967,19910928,   61,    0,
967,19910929,   16,    0,
967,19910930,    0,    0,
967,19911001,   31,    0,
967,19911002,   26,    0,
967,19911003,    2,    0,
967,19911004,    0,    0,
967,19911005,    0,    0,
967,19911006,    4,    0,
967,19911007,    0,    0,
967,19911008,    0,    0,
967,19911009,    0,    0,
967,19911010,    0,    0,
967,19911011,    0,    0,
967,19911012,    0,    0,
967,19911013,  118,    0,
967,19911014,    0,    0,
967,19911015,    0,    0,
967,19911016,   81,    0,
967,19911017,   24,    0,
967,19911018,   71,    0,
967,19911019,   30,    0,
967,19911020,   27,    0,
967,19911021,    0,    0,
967,19911022,    0,    0,
967,19911023,    2,    0,
967,19911024,    3,    0,
967,19911025,    1,    0,
967,19911026,    0,    0,
967,19911027,    0,    0,
967,19911028,    0,    0,
967,19911029,    0,    0,
967,19911030,    0,    0,
967,19911031,    0,    0,
967,19911101,    0,    0,
967,19911102,   77,    0,
967,19911103,    0,    0,
967,19911104,  225,    0,
967,19911105,   53,    0,
967,19911106,   68,    0,
967,19911107,   73,    0,
967,19911108,   95,    0,
967,19911109,   92,    0,
967,19911110,   15,    0,
967,19911111,   15,    0,
967,19911112,  104,    0,
967,19911113,  105,    0,
967,19911114,   38,    0,
967,19911115,    8,    0,
967,19911116,    0,    0,
967,19911117,    0,    0,
967,19911118,   22,    0,
967,19911119,    7,    0,
967,19911120,  143,    0,
967,19911121,   47,    0,
967,19911122,    0,    0,
967,19911123,    0,    0,
967,19911124,    0,    0,
967,19911125,    0,    0,
967,19911126,    0,    0,
967,19911127,    0,    0,
967,19911128,    0,    0,
967,19911129,    3,    0,
967,19911130,    0,    0,
967,19911201,    0,    0,
967,19911202,    0,    0,
967,19911203,    0,    0,
967,19911204,    0,    0,
967,19911205,    4,    0,
967,19911206,    0,    0,
967,19911207,    0,    0,
967,19911208,    0,    0,
967,19911209,    0,    0,
967,19911210,    0,    0,
967,19911211,    0,    0,
967,19911212,    0,    0,
967,19911213,    0,    0,
967,19911214,    0,    0,
967,19911215,    0,    0,
967,19911216,    0,    0,
967,19911217,   32,    0,
967,19911218,  138,    0,
967,19911219,   45,    0,
967,19911220,  138,    0,
967,19911221,   60,    0,
967,19911222,  196,    0,
967,19911223,   18,    0,
967,19911224,    7,    0,
967,19911225,    0,    0,
967,19911226,    0,    0,
967,19911227,    7,    0,
967,19911228,    0,    0,
967,19911229,    0,    0,
967,19911230,    3,    0,
967,19911231,    0,    0,
967,19920101,    0,    0,
967,19920102,    0,    0,
967,19920103,    0,    0,
967,19920104,    6,    0,
967,19920105,   92,    0,
967,19920106,   38,    0,
967,19920107,    1,    0,
967,19920108,    0,    0,
967,19920109,   13,    0,
967,19920110,    0,    0,
967,19920111,    0,    0,
967,19920112,    0,    0,
967,19920113,   11,    0,
967,19920114,    0,    0,
967,19920115,    0,    0,
967,19920116,    0,    0,
967,19920117,    1,    0,
967,19920118,    0,    0,
967,19920119,    0,    0,
967,19920120,   55,    0,
967,19920121,    0,    0,
967,19920122,    0,    0,
967,19920123,    0,    0,
967,19920124,    0,    0,
967,19920125,    0,    0,
967,19920126,    0,    0,
967,19920127,    0,    0,
967,19920128,    0,    0,
967,19920129,    0,    0,
967,19920130,    5,    0,
967,19920131,    0,    0,
967,19920201,    0,    0,
967,19920202,    0,    0,
967,19920203,    5,    0,
967,19920204,   23,    0,
967,19920205,   34,    0,
967,19920206,    3,    0,
967,19920207,    0,    0,
967,19920208,    0,    0,
967,19920209,    0,    0,
967,19920210,   28,    0,
967,19920211,   26,    0,
967,19920212,   22,    0,
967,19920213,   25,    0,
967,19920214,    0,    0,
967,19920215,   29,    0,
967,19920216,   13,    0,
967,19920217,   29,    0,
967,19920218,    0,    0,
967,19920219,    0,    0,
967,19920220,    0,    0,
967,19920221,    0,    0,
967,19920222,    0,    0,
967,19920223,    0,    0,
967,19920224,    3,    0,
967,19920225,    0,    0,
967,19920226,    0,    0,
967,19920227,    0,    0,
967,19920228,    0,    0,
967,19920229,    0,    0,
967,19920301,    0,    0,
967,19920302,   10,    0,
967,19920303,    0,    0,
967,19920304,    0,    0,
967,19920305,    0,    0,
967,19920306,   62,    0,
967,19920307,    0,    0,
967,19920308,    6,    0,
967,19920309,   23,    0,
967,19920310,    0,    0,
967,19920311,   32,    0,
967,19920312,   32,    0,
967,19920313,  119,    0,
967,19920314,   23,    0,
967,19920315,   10,    0,
967,19920316,    0,    0,
967,19920317,    0,    0,
967,19920318,    0,    0,
967,19920319,    5,    0,
967,19920320,    0,    0,
967,19920321,    8,    0,
967,19920322,  114,    0,
967,19920323,   96,    0,
967,19920324,    0,    0,
967,19920325,    0,    0,
967,19920326,   21,    0,
967,19920327,   10,    0,
967,19920328,    0,    0,
967,19920329,   10,    0,
967,19920330,    9,    0,
967,19920331,    0,    0,
967,19920401,   63,    0,
967,19920402,    0,    0,
967,19920403,   20,    0,
967,19920404,    0,    0,
967,19920405,    0,    0,
967,19920406,    0,    0,
967,19920407,    0,    0,
967,19920408,    0,    0,
967,19920409,    0,    0,
967,19920410,    0,    0,
967,19920411,    0,    0,
967,19920412,    0,    0,
967,19920413,   17,    0,
967,19920414,   58,    0,
967,19920415,    5,    0,
967,19920416,   27,    0,
967,19920417,    5,    0,
967,19920418,   43,    0,
967,19920419,   13,    0,
967,19920420,    0,    0,
967,19920421,    0,    0,
967,19920422,    0,    0,
967,19920423,   13,    0,
967,19920424,    2,    0,
967,19920425,    0,    0,
967,19920426,   22,    0,
967,19920427,  140,    0,
967,19920428,   47,    0,
967,19920429,   75,    0,
967,19920430,   17,    0,
967,19920501,   47,    0,
967,19920502,   14,    0,
967,19920503,    1,    0,
967,19920504,    0,    0,
967,19920505,    0,    0,
967,19920506,    0,    0,
967,19920507,    0,    0,
967,19920508,    2,    0,
967,19920509,    5,    0,
967,19920510,   80,    0,
967,19920511,   30,    0,
967,19920512,   23,    0,
967,19920513,    0,    0,
967,19920514,    0,    0,
967,19920515,    0,    0,
967,19920516,    0,    0,
967,19920517,    0,    0,
967,19920518,    0,    0,
967,19920519,    0,    0,
967,19920520,    0,    0,
967,19920521,    0,    0,
967,19920522,    0,    0,
967,19920523,    0,    0,
967,19920524,   10,    0,
967,19920525,    0,    0,
967,19920526,    3,    0,
967,19920527,    0,    0,
967,19920528,    0,    0,
967,19920529,    0,    0,
967,19920530,    0,    0,
967,19920531,  124,    0,
967,19920601,    0,    0,
967,19920602,    0,    0,
967,19920603,   46,    0,
967,19920604,  162,    0,
967,19920605,   40,    0,
967,19920606,   48,    0,
967,19920607,    6,    0,
967,19920608,    0,    0,
967,19920609,   59,    0,
967,19920610,    0,    0,
967,19920611,    0,    0,
967,19920612,    0,    0,
967,19920613,    0,    0,
967,19920614,    0,    0,
967,19920615,    0,    0,
967,19920616,    0,    0,
967,19920617,    0,    0,
967,19920618,    0,    0,
967,19920619,   14,    0,
967,19920620,   88,    0,
967,19920621,   13,    0,
967,19920622,   24,    0,
967,19920623,    0,    0,
967,19920624,    0,    0,
967,19920625,    0,    0,
967,19920626,    0,    0,
967,19920627,    0,    0,
967,19920628,    0,    0,
967,19920629,    0,    0,
967,19920630,    0,    0,
967,19920701,    7,    0,
967,19920702,    0,    0,
967,19920703,    0,    0,
967,19920704,   63,    0,
967,19920705,   20,    0,
967,19920706,   87,    0,
967,19920707,    0,    0,
967,19920708,    0,    0,
967,19920709,    0,    0,
967,19920710,    0,    0,
967,19920711,    0,    0,
967,19920712,   31,    0,
967,19920713,   23,    0,
967,19920714,   74,    0,
967,19920715,   54,    0,
967,19920716,    0,    0,
967,19920717,    0,    0,
967,19920718,   44,    0,
967,19920719,    0,    0,
967,19920720,    0,    0,
967,19920721,   45,    0,
967,19920722,    0,    0,
967,19920723,    0,    0,
967,19920724,    0,    0,
967,19920725,   14,    0,
967,19920726,    0,    0,
967,19920727,    0,    0,
967,19920728,    0,    0,
967,19920729,    0,    0,
967,19920730,    0,    0,
967,19920731,    0,    0,
967,19920801,    0,    0,
967,19920802,    7,    0,
967,19920803,    0,    0,
967,19920804,    0,    0,
967,19920805,    0,    0,
967,19920806,    0,    0,
967,19920807,    0,    0,
967,19920808,  137,    0,
967,19920809,    0,    0,
967,19920810,  210,    0,
967,19920811,   41,    0,
967,19920812,   53,    0,
967,19920813,   40,    0,
967,19920814,  152,    0,
967,19920815,   47,    0,
967,19920816,    0,    0,
967,19920817,   61,    0,
967,19920818,    0,    0,
967,19920819,    0,    0,
967,19920820,    0,    0,
967,19920821,   33,    0,
967,19920822,    0,    0,
967,19920823,  149,    0,
967,19920824,    1,    0,
967,19920825,   44,    0,
967,19920826,   14,    0,
967,19920827,   73,    0,
967,19920828,   40,    0,
967,19920829,  187,    0,
967,19920830,   23,    0,
967,19920831,   38,    0,
967,19920901,  270,    0,
967,19920902,   29,    0,
967,19920903,   30,    0,
967,19920904,   60,    0,
967,19920905,   38,    0,
967,19920906,   57,    0,
967,19920907,    0,    0,
967,19920908,    5,    0,
967,19920909,    0,    0,
967,19920910,    0,    0,
967,19920911,    0,    0,
967,19920912,    7,    0,
967,19920913,    0,    0,
967,19920914,    7,    0,
967,19920915,    4,    0,
967,19920916,    0,    0,
967,19920917,    0,    0,
967,19920918,    0,    0,
967,19920919,    0,    0,
967,19920920,   16,    0,
967,19920921,    0,    0,
967,19920922,    0,    0,
967,19920923,    0,    0,
967,19920924,    0,    0,
967,19920925,    0,    0,
967,19920926,    0,    0,
967,19920927,    0,    0,
967,19920928,    0,    0,
967,19920929,    0,    0,
967,19920930,    0,    0,
967,19921001,    0,    0,
967,19921002,    0,    0,
967,19921003,    0,    0,
967,19921004,    0,    0,
967,19921005,    0,    0,
967,19921006,    0,    0,
967,19921007,  102,    0,
967,19921008,    1,    0,
967,19921009,    7,    0,
967,19921010,    0,    0,
967,19921011,    0,    0,
967,19921012,    0,    0,
967,19921013,    0,    0,
967,19921014,    0,    0,
967,19921015,   39,    0,
967,19921016,    0,    0,
967,19921017,    0,    0,
967,19921018,    0,    0,
967,19921019,   15,    0,
967,19921020,    0,    0,
967,19921021,    0,    0,
967,19921022,    1,    0,
967,19921023,    8,    0,
967,19921024,   48,    0,
967,19921025,   57,    0,
967,19921026,  150,    0,
967,19921027,    0,    0,
967,19921028,   53,    0,
967,19921029,   34,    0,
967,19921030,   15,    0,
967,19921031,    0,    0,
967,19921101,    0,    0,
967,19921102,    0,    0,
967,19921103,   34,    0,
967,19921104,    1,    0,
967,19921105,    0,    0,
967,19921106,    3,    0,
967,19921107,    0,    0,
